frame,inference_time_ms,num_detections,detected_classes
0,673.9048957824707,0,
1,25.012493133544922,0,
2,23.563623428344727,0,
3,20.711183547973633,0,
4,20.644187927246094,0,
5,20.758628845214844,0,
6,20.498037338256836,0,
7,20.452499389648438,0,
8,20.720720291137695,0,
9,20.493507385253906,0,
10,21.096467971801758,0,
11,21.338939666748047,0,
12,20.525455474853516,0,
13,20.771026611328125,0,
14,21.694421768188477,0,
15,20.86353302001953,0,
16,20.549297332763672,0,
17,21.030902862548828,0,
18,21.028757095336914,0,
19,21.035194396972656,0,
20,22.103071212768555,0,
21,22.02582359313965,0,
22,20.65300941467285,0,
23,20.493030548095703,0,
24,20.745277404785156,0,
25,20.815134048461914,0,
26,20.868778228759766,0,
27,20.93982696533203,0,
28,20.476818084716797,0,
29,20.77507972717285,0,
30,20.478248596191406,0,
31,20.641088485717773,0,
32,20.293712615966797,0,
33,20.2481746673584,0,
34,20.21169662475586,0,
35,20.14613151550293,0,
36,20.399093627929688,0,
37,20.250797271728516,0,
38,20.166397094726562,0,
39,20.25771141052246,0,
40,20.300626754760742,0,
41,20.311355590820312,0,
42,21.849870681762695,0,
43,20.303964614868164,0,
44,20.470857620239258,0,
45,20.43747901916504,0,
46,20.40410041809082,0,
47,20.564556121826172,0,
48,20.64967155456543,0,
49,20.771265029907227,0,
50,20.6911563873291,0,
51,20.825624465942383,0,
52,21.172523498535156,0,
53,20.865440368652344,0,
54,21.06761932373047,0,
55,20.722627639770508,0,
56,20.481586456298828,0,
57,20.627975463867188,0,
58,20.410776138305664,0,
59,20.2178955078125,0,
60,20.302772521972656,0,
61,20.317792892456055,0,
62,20.1113224029541,0,
63,21.291255950927734,0,
64,20.19810676574707,0,
65,20.308732986450195,0,
66,20.06816864013672,0,
67,20.41912078857422,0,
68,20.234107971191406,0,
69,20.47872543334961,0,
70,20.458459854125977,0,
71,20.30801773071289,0,
72,20.44391632080078,0,
73,20.599365234375,0,
74,22.3691463470459,0,
75,20.576953887939453,0,
76,20.497560501098633,0,
77,20.758390426635742,0,
78,20.698070526123047,0,
79,20.476102828979492,0,
80,20.551443099975586,0,
81,20.423173904418945,0,
82,20.461320877075195,0,
83,20.694494247436523,0,
84,22.63498306274414,0,
85,20.49112319946289,0,
86,20.597457885742188,0,
87,20.473957061767578,0,
88,20.479202270507812,0,
89,20.082712173461914,0,
90,20.299911499023438,0,
91,19.94490623474121,0,
92,20.235061645507812,0,
93,20.23935317993164,0,
94,20.11394500732422,0,
95,21.460294723510742,0,
96,20.241260528564453,0,
97,20.36452293395996,0,
98,20.38431167602539,0,
99,20.260334014892578,0,
100,21.14558219909668,0,
101,20.73216438293457,0,
102,20.49422264099121,0,
103,20.409345626831055,0,
104,20.231246948242188,0,
105,21.582841873168945,0,
106,19.926071166992188,0,
107,20.121097564697266,0,
108,20.105838775634766,0,
109,20.092487335205078,0,
110,19.99688148498535,0,
111,20.085811614990234,0,
112,20.306825637817383,0,
113,20.246505737304688,0,
114,20.485877990722656,0,
115,20.481348037719727,0,
116,31.090736389160156,0,
117,20.958662033081055,0,
118,20.5535888671875,0,
119,20.21932601928711,0,
120,20.4617977142334,0,
121,20.2484130859375,0,
122,20.039081573486328,0,
123,20.169496536254883,0,
124,19.98591423034668,0,
125,20.20859718322754,0,
126,21.382808685302734,0,
127,20.534992218017578,0,
128,20.351886749267578,0,
129,20.351648330688477,0,
130,20.59173583984375,0,
131,20.55954933166504,0,
132,20.71213722229004,0,
133,20.361661911010742,0,
134,20.395278930664062,0,
135,20.22099494934082,0,
136,20.09868621826172,0,
137,21.299123764038086,0,
138,19.974231719970703,0,
139,19.933223724365234,0,
140,21.10576629638672,0,
141,20.296812057495117,0,
142,20.452499389648438,0,
143,20.25914192199707,0,
144,20.581722259521484,0,
145,20.78843116760254,0,
146,20.39194107055664,0,
147,20.778894424438477,0,
148,20.89715003967285,0,
149,20.209312438964844,0,
150,19.936084747314453,0,
151,20.13111114501953,0,
152,20.22409439086914,0,
153,20.064830780029297,0,
154,20.190715789794922,0,
155,20.320415496826172,0,
156,20.320892333984375,0,
157,20.37811279296875,0,
158,22.35579490661621,0,
159,20.556211471557617,0,
160,20.409584045410156,0,
161,20.255088806152344,0,
162,20.231246948242188,0,
163,20.044565200805664,0,
164,20.044565200805664,0,
165,20.03622055053711,0,
166,20.47872543334961,0,
167,20.302295684814453,0,
168,20.44200897216797,0,
169,21.51656150817871,0,
170,20.44987678527832,0,
171,20.711421966552734,0,
172,20.448684692382812,0,
173,20.68018913269043,0,
174,20.180463790893555,0,
175,19.923686981201172,0,
176,20.242929458618164,0,
177,20.143985748291016,0,
178,20.058155059814453,0,
179,20.760774612426758,0,
180,20.375967025756836,0,
181,20.48206329345703,0,
182,20.552396774291992,0,
183,20.412206649780273,0,
184,20.555734634399414,0,
185,20.64657211303711,0,
186,20.188570022583008,0,
187,19.954681396484375,0,
188,20.405054092407227,0,
189,20.398378372192383,0,
190,21.67820930480957,0,
191,20.070791244506836,0,
192,20.284652709960938,0,
193,20.3096866607666,0,
194,20.397424697875977,0,
195,20.814895629882812,0,
196,20.466089248657227,0,
197,20.320653915405273,0,
198,20.74432373046875,0,
199,20.18141746520996,0,
200,22.86553382873535,0,
201,20.760059356689453,0,
202,20.44534683227539,0,
203,20.67112922668457,0,
204,20.467519760131836,0,
205,20.804882049560547,0,
206,21.1944580078125,0,
207,21.33798599243164,0,
208,21.307706832885742,0,
209,21.154165267944336,0,
210,20.598173141479492,0,
211,22.593021392822266,0,
212,20.661354064941406,0,
213,20.60246467590332,0,
214,20.81584930419922,0,
215,20.859718322753906,0,
216,21.051883697509766,0,
217,21.06618881225586,0,
218,21.08454704284668,0,
219,21.218061447143555,0,
220,21.411418914794922,0,
221,21.477937698364258,0,
222,20.62368392944336,0,
223,20.577430725097656,0,
224,20.482778549194336,0,
225,20.65253257751465,0,
226,20.700931549072266,0,
227,20.781517028808594,0,
228,20.913124084472656,0,
229,21.027326583862305,0,
230,21.20685577392578,0,
231,21.094083786010742,0,
232,22.413253784179688,0,
233,20.73192596435547,0,
234,20.78843116760254,0,
235,20.67399024963379,0,
236,20.659685134887695,0,
237,20.773887634277344,0,
238,20.502567291259766,0,
239,21.0878849029541,0,
240,21.048784255981445,0,
241,21.283388137817383,0,
242,22.41039276123047,0,
243,21.32105827331543,0,
244,21.05855941772461,0,
245,20.810365676879883,0,
246,20.81465721130371,0,
247,20.914077758789062,0,
248,20.689964294433594,0,
249,21.12579345703125,0,
250,21.145343780517578,0,
251,20.952224731445312,0,
252,21.480798721313477,0,
253,22.90177345275879,0,
254,21.116971969604492,0,
255,20.97153663635254,0,
256,20.792007446289062,0,
257,21.463632583618164,0,
258,20.80512046813965,0,
259,20.93219757080078,0,
260,20.68495750427246,0,
261,20.57933807373047,0,
262,20.917177200317383,0,
263,21.657943725585938,0,
264,20.815610885620117,0,
265,21.016359329223633,0,
266,20.914793014526367,0,
267,21.018266677856445,0,
268,20.947694778442383,0,
269,20.429134368896484,0,
270,20.032405853271484,1,car
271,20.209074020385742,1,car
272,20.138025283813477,1,car
273,20.955324172973633,1,car
274,20.02573013305664,1,car
275,20.220041275024414,1,car
276,20.373106002807617,1,car
277,20.242691040039062,1,car
278,20.078659057617188,1,car
279,20.220279693603516,1,car
280,21.5451717376709,1,car
281,20.57814598083496,1,car
282,20.800352096557617,1,car
