timestamp,frame,min_distance_m,lateral_offset_m,point_count
8.892412076704204,20783255,4.331724166870117,-0.6164453029632568,1435
8.99241207819432,20783257,4.331739902496338,0.3090234398841858,1509
9.042412078939378,20783258,4.332093238830566,-0.30906248092651367,1396
9.092412079684436,20783259,4.332760334014893,1.514062523841858,1505
9.142412080429494,20783260,4.333622455596924,-1.9398436546325684,1415
9.192412081174552,20783261,4.334146499633789,1.940039038658142,1475
9.24241208191961,20783262,4.334775447845459,-1.9403125047683716,1473
9.292412082664669,20783263,4.335229873657227,1.9405077695846558,1425
9.342412083409727,20783264,4.3357014656066895,-1.9407421350479126,1444
9.392412084154785,20783265,4.336033344268799,1.9409373998641968,1470
9.442412084899843,20783266,4.336329936981201,-1.941015601158142,1460
9.4924120856449,20783267,4.336577415466309,1.8014843463897705,1494
9.542412086389959,20783268,4.336958408355713,-1.2218358516693115,1425
9.592412087135017,20783269,4.336892604827881,1.801601529121399,1487
9.642412087880075,20783270,4.33714485168457,-1.515663981437683,1359
9.692412088625133,20783271,4.337224006652832,1.8017578125,1496
9.742412089370191,20783272,4.337302207946777,-1.6598047018051147,1388
9.79241209011525,20783273,4.337238311767578,1.94140625,1467
9.842412090860307,20783274,4.3372039794921875,-1.94140625,1421
9.892412091605365,20783275,4.337203502655029,1.9413671493530273,1488
9.942412092350423,20783276,4.337116241455078,-1.9413280487060547,1385
9.992412093095481,20783277,4.33699369430542,1.9413671493530273,1448
10.04241209384054,20783278,4.336989402770996,-1.5155858993530273,1415
10.092412094585598,20783279,4.336697101593018,1.9411327838897705,1526
10.142412095330656,20783280,4.336679458618164,-1.9411718845367432,1420
10.192412096075714,20783281,4.336714267730713,1.9411718845367432,1486
10.242412096820772,20783282,4.336679458618164,-1.9411718845367432,1424
10.29241209756583,20783283,4.336771011352539,1.8015234470367432,1478
10.342412098310888,20783284,4.336716651916504,-1.8015624284744263,1430
10.392412099055946,20783285,4.3367180824279785,1.8015234470367432,1484
10.442412099801004,20783286,4.336627006530762,-1.9410936832427979,1443
10.492412100546062,20783287,4.336627006530762,1.9411718845367432,1435
10.54241210129112,20783288,4.33666467666626,-1.8015234470367432,1372
10.592412102036178,20783289,4.336577415466309,1.8014843463897705,1493
10.642412102781236,20783290,4.336619853973389,-1.6595312356948853,1437
10.692412103526294,20783291,4.336400032043457,1.941015601158142,1487
10.742412104271352,20783292,4.336382865905762,-1.9410547018051147,1421
10.79241210501641,20783293,4.336369037628174,1.801367163658142,1498
10.842412105761468,20783294,4.336297988891602,-1.801367163658142,1435
10.892412106506526,20783295,4.336262226104736,1.801367163658142,1487
10.942412107251585,20783296,4.336527347564697,-1.8014062643051147,1438
10.992412107996643,20783297,4.336452484130859,1.9410936832427979,1473
11.0424121087417,20783298,4.335786819458008,-1.515234351158142,1433
11.092412109486759,20783299,4.334897518157959,1.9403514862060547,1494
11.142412110231817,20783300,4.334465980529785,-1.6587109565734863,1417
11.192412110976875,20783301,4.334259986877441,1.368749976158142,1478
11.242412111721933,20783302,4.334164142608643,-1.940039038658142,1408
11.292412112466991,20783303,4.334216117858887,1.940039038658142,1501
11.342412113212049,20783304,4.33435583114624,-1.9401171207427979,1431
11.392412113957107,20783305,4.33451509475708,1.800624966621399,1456
11.442412114702165,20783306,4.334618091583252,-1.9402343034744263,1394
11.492412115447223,20783307,4.334799289703369,1.6588281393051147,1440
11.542412116192281,20783308,4.334967613220215,-1.8008593320846558,1459
11.59241211693734,20783309,4.335078716278076,1.6589453220367432,1443
11.642412117682397,20783310,4.335142135620117,-1.940468668937683,1426
11.692412118427455,20783311,4.3352131843566895,1.8009374141693115,1485
11.742412119172513,20783312,4.335247039794922,-1.9405077695846558,1430
11.792412119917572,20783313,4.335299491882324,1.9405468702316284,1435
11.84241212066263,20783314,4.335371971130371,-1.8009765148162842,1431
11.892412121407688,20783315,4.335389614105225,1.8009765148162842,1478
11.942412122152746,20783316,4.335386753082275,-1.9405858516693115,1408
