timestamp,frame,distance_m,velocity_mps,azimuth_deg,altitude_deg
101691.55257141031,2598879,88.74195861816406,-4541.1513671875,0.0,1.0277872206643224e-06
101691.55257141031,2598879,30.30883026123047,-3601.474609375,0.12453904002904892,-0.03285534679889679
101691.55257141031,2598879,43.22533416748047,-4560.78662109375,-0.0028471455443650484,-0.02297803945839405
101691.55257141031,2598879,85.00670623779297,-4701.93603515625,-0.022285565733909607,-0.0029011245351284742
101691.55257141031,2598879,21.092815399169922,-4115.40576171875,0.05697466433048248,-0.04730004072189331
101691.55257141031,2598879,64.0057601928711,-5620.53125,-0.15687552094459534,-0.0037608195561915636
101691.55257141031,2598879,22.048282623291016,-2760.233642578125,0.23060432076454163,-0.002305621048435569
101691.55257141031,2598879,27.88640594482422,-3102.368896484375,0.18807214498519897,-0.012997248210012913
101691.55257141031,2598879,15.65050220489502,-5480.3662109375,-0.13710354268550873,-0.06383410841226578
101691.55257141031,2598879,22.076154708862305,-2761.57861328125,0.23037968575954437,-0.01837749034166336
101691.55257141031,2598879,87.8184585571289,-4337.95947265625,0.02769121155142784,-0.011213963851332664
101691.55257141031,2598879,74.9570541381836,-5121.751953125,-0.08210442960262299,-0.002513043349608779
101691.55257141031,2598879,29.73089599609375,-4346.7666015625,0.0262046717107296,-0.033496275544166565
101691.55257141031,2598879,60.74004364013672,-5740.69189453125,-0.17572525143623352,-0.016299786046147346
101691.55257141031,2598879,23.0878849029541,-3866.14208984375,0.08999478071928024,-0.04319440573453903
101691.55257141031,2598879,23.407182693481445,-4399.22412109375,0.01887347176671028,-0.04260135442018509
101691.55257141031,2598879,51.6351318359375,-4457.49169921875,0.011367685161530972,-0.0192045159637928
101691.55257141031,2598879,39.03903579711914,-5536.47802734375,-0.14422254264354706,-0.025464395061135292
101691.55257141031,2598879,21.21989631652832,-2695.139892578125,0.2386169582605362,-0.0037339318078011274
101691.55257141031,2598879,22.232816696166992,-5040.6357421875,-0.07108630985021591,-0.044863272458314896
101691.55257141031,2598879,20.057308197021484,-2594.1640625,0.25100579857826233,-0.004690893925726414
